bevolkingsdichtheid_inwoners_per_km2,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaar,percentage_personen_15_tot_25_jaar,percentage_personen_25_tot_45_jaar,percentage_personen_45_tot_65_jaar,percentage_personen_65_jaar_en_ouder,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboortes_per_1000_inwoners,aantal_huishoudens,gemiddelde_huishoudsgrootte,woningvoorraad,gemiddelde_woningwaarde,personenautos_per_huishouden,motortweewielers_totaal,bouwjaarklasse_tot_2000,stadsdeel,buurtcode,buurtnaam
15,25,15,10,0,0,0,0,0,0,0,0,0,0,15,2.0,11,0,0.0,0,0,Nieuw-West,BU03637900,Osdorper Binnenpolder
7790,2415,1185,1230,18,11,27,27,17,46,44,6,4,12,1010,2.4,922,386,1.0,65,922,Nieuw-West,BU03637901,Buurt 10
506,355,220,135,18,17,48,15,3,73,23,4,0,25,10,1.1,2,0,0.0,0,0,Nieuw-West,BU03638000,Ookmeer
312,770,400,360,13,11,22,32,22,50,38,7,4,8,355,2.2,283,595,1.2,55,215,Nieuw-West,BU03638001,Osdorper Bovenpolder
31,70,40,30,12,22,13,36,16,57,27,7,9,0,35,1.9,24,890,0.0,10,12,Nieuw-West,BU03638002,Bedrijvenpark Lutkemeer
15450,4945,2415,2530,19,11,28,23,19,53,29,12,6,11,2525,2.0,2452,223,0.5,65,2353,Nieuw-West,BU03638100,Wildeman
14976,3145,1615,1530,15,10,33,24,19,53,32,10,5,11,1640,1.9,1541,350,0.6,90,693,Nieuw-West,BU03638101,Meer en Oever
12710,3815,1845,1970,17,17,38,17,11,63,26,8,3,14,1885,2.0,1790,278,0.5,55,930,Nieuw-West,BU03638102,Osdorpplein e.o.
4750,1235,645,590,14,8,28,30,19,55,31,11,4,17,675,1.8,661,277,0.6,45,561,Nieuw-West,BU03638103,Calandlaan/Lelylaan
8190,4010,1915,2100,12,16,29,20,22,57,29,8,6,9,2360,1.7,1912,296,0.5,105,1873,Nieuw-West,BU03638104,Osdorp Zuidoost
12300,2585,1185,1405,18,15,25,22,20,51,30,10,9,12,1095,2.2,1287,225,0.6,25,746,Nieuw-West,BU03638200,Osdorp Midden Noord
14333,3440,1690,1750,24,11,34,20,11,57,31,9,3,15,1535,2.2,1412,270,0.6,50,847,Nieuw-West,BU03638201,Osdorp Midden Zuid
13761,3165,1595,1575,19,14,33,20,14,57,30,9,4,13,1445,2.2,1295,306,0.6,45,388,Nieuw-West,BU03638202,Zuidwestkwadrant Osdorp Noord
17694,6190,3120,3075,18,15,35,24,8,58,32,8,2,13,2895,2.1,2501,338,0.7,125,575,Nieuw-West,BU03638203,Zuidwestkwadrant Osdorp Zuid
12633,6065,3120,2940,18,15,33,21,13,58,30,8,3,12,2780,2.1,2593,255,0.7,115,2281,Nieuw-West,BU03638300,De Punt
883,110,95,10,0,0,29,59,11,76,3,20,1,0,5,1.2,44,0,0.0,5,3,Nieuw-West,BU03638301,Bedrijvencentrum Osdorp
11459,3895,1860,2035,21,10,28,24,17,50,37,8,4,14,1695,2.3,1572,364,0.9,130,1556,Nieuw-West,BU03638400,Middelveldsche Akerpolder
8669,4505,2255,2250,15,14,24,33,13,50,39,7,4,12,1910,2.4,1750,420,0.9,145,1627,Nieuw-West,BU03638401,De Aker West
9054,5885,2915,2970,16,17,22,34,11,52,40,6,2,8,2320,2.5,2071,476,1.0,195,1284,Nieuw-West,BU03638402,De Aker Oost
6844,2465,1185,1275,13,13,20,32,23,48,38,8,6,8,1180,2.1,1069,451,0.7,70,1058,Nieuw-West,BU03638500,Oostoever Sloterplas
5157,2265,1140,1135,20,11,28,23,18,56,29,9,6,11,1020,2.1,923,364,0.6,55,923,Nieuw-West,BU03638501,Emanuel van Meterenbuurt
10823,3355,1705,1650,21,15,35,20,8,63,26,9,2,16,1560,2.1,1440,280,0.5,55,1368,Nieuw-West,BU03638502,Jacob Geelbuurt
18274,6210,3055,3155,20,15,37,20,8,61,30,6,2,18,2570,2.4,2377,349,0.6,110,1069,Nieuw-West,BU03638600,Overtoomse Veld Noord
14693,4410,2085,2325,15,13,50,15,7,70,23,5,2,15,2370,1.9,2217,308,0.4,100,820,Nieuw-West,BU03638601,Overtoomse Veld Zuid
3486,980,485,495,7,35,42,9,8,84,10,5,1,12,735,1.3,363,379,0.3,30,363,Nieuw-West,BU03638602,Rembrandtpark Noord
3119,840,435,405,9,10,57,14,10,70,25,3,2,20,520,1.6,452,407,0.4,40,452,Nieuw-West,BU03638603,Rembrandtpark Zuid
7956,715,355,360,19,19,23,26,13,58,27,9,6,10,255,2.6,367,251,0.5,5,367,Nieuw-West,BU03638604,Johan Jongkindbuurt
6561,1180,585,600,2,50,48,1,0,96,3,1,0,12,1040,1.1,282,290,0.1,15,0,Nieuw-West,BU03638605,Lucas/Andreasziekenhuis e.o.
11328,2835,1530,1305,8,9,63,13,7,71,24,4,1,14,1760,1.6,1586,387,0.4,65,999,Nieuw-West,BU03638700,Koningin Wilhelminaplein
8936,1250,615,630,20,9,37,23,11,59,32,7,2,10,555,2.2,519,680,0.7,20,15,Nieuw-West,BU03638701,Andreasterrein
9153,1555,820,730,15,14,38,24,9,69,19,11,1,8,800,1.7,842,298,0.4,20,639,Nieuw-West,BU03638702,Delflandpleinbuurt Oost
12353,3955,2005,1945,12,18,47,15,8,73,18,7,1,13,2465,1.6,2292,269,0.4,75,1191,Nieuw-West,BU03638703,Delflandpleinbuurt West
1362,575,385,190,4,34,62,0,0,94,3,3,0,17,510,1.1,532,27,0.2,5,0,Nieuw-West,BU03638704,Riekerhaven
11218,1235,590,650,2,32,63,2,0,93,6,1,0,4,1045,1.2,1128,0,0.1,20,11,Nieuw-West,BU03638705,Schipluidenbuurt
221,135,65,70,6,11,76,7,1,86,9,5,0,52,90,1.5,4,0,0.0,5,0,Nieuw-West,BU03638800,Riekerpolder
9127,1005,495,510,14,9,23,35,20,49,43,6,2,10,450,2.2,437,500,1.0,30,402,Nieuw-West,BU03638801,Park Haagseweg
131,170,100,70,11,13,22,48,6,76,17,6,1,18,105,1.6,5,0,0.6,20,0,Nieuw-West,BU03638802,Nieuwe Meer
378,300,140,155,21,8,24,27,20,48,44,5,4,7,120,2.4,104,887,1.4,40,81,Nieuw-West,BU03638803,Sloterweg e.o.
8883,3110,1510,1595,16,12,25,31,16,50,39,9,3,11,1290,2.4,1219,407,0.9,90,1219,Nieuw-West,BU03638804,Nieuw Sloten Noordwest
7232,3180,1580,1605,15,10,26,29,20,47,40,7,5,10,1455,2.2,1358,413,0.8,75,1358,Nieuw-West,BU03638805,Nieuw Sloten Noordoost
13988,1120,530,585,7,9,29,25,29,46,35,11,7,14,665,1.7,636,344,0.6,30,636,Nieuw-West,BU03638806,Belgiëplein e.o.
10327,2270,1120,1150,15,15,21,40,11,50,43,6,1,6,895,2.5,837,451,1.1,80,837,Nieuw-West,BU03638807,Nieuw Sloten Zuidwest
9396,2160,1085,1075,18,12,31,28,11,59,31,7,2,14,920,2.3,869,424,0.8,75,790,Nieuw-West,BU03638808,Nieuw Sloten Zuidoost
1287,695,345,355,12,12,18,38,20,47,39,8,5,10,325,2.1,273,437,1.1,55,242,Nieuw-West,BU03638809,Dorp Sloten
8967,3230,1550,1675,15,17,28,21,19,59,27,10,4,12,1725,1.9,1506,318,0.5,65,1295,Nieuw-West,BU03638900,Louis Chrispijnbuurt
12369,3585,1735,1850,16,17,39,17,12,63,26,7,3,12,2000,1.8,1903,285,0.4,70,1275,Nieuw-West,BU03638901,Jacques Veltmanbuurt
10055,3115,1500,1620,22,13,33,20,12,58,29,9,4,15,1275,2.4,1363,383,0.6,70,586,Nieuw-West,BU03638902,Staalmanbuurt
2755,800,420,380,6,45,35,7,7,85,6,7,2,11,645,1.2,287,297,0.1,10,177,Nieuw-West,BU03638903,Medisch Centrum Slotervaart
9946,4575,2120,2460,11,11,36,19,24,56,28,8,7,13,2750,1.7,2651,409,0.5,70,2465,Zuid,BU03639000,Gelderlandpleinbuurt
7676,3840,1815,2020,15,12,40,21,13,62,28,7,3,9,2105,1.8,2056,410,0.5,80,2035,Zuid,BU03639002,Buitenveldert Midden Zuid
5826,4075,1935,2145,14,8,27,22,28,49,31,11,8,10,2285,1.8,2325,474,0.6,75,2185,Zuid,BU03639003,Buitenveldert Zuidwest
89,70,35,30,6,15,21,35,24,59,26,12,3,0,35,1.9,23,0,0.0,10,19,Zuid,BU03639004,Amsterdamse Bos
4100,985,475,510,12,11,18,26,32,43,39,8,9,6,525,1.9,505,807,0.9,25,313,Zuid,BU03639008,Buitenveldert West Midden
111,20,15,10,0,0,0,0,0,0,0,0,0,0,15,1.3,3,0,0.0,5,0,Zuid,BU03639009,Zuiderhof
5831,755,360,400,11,3,33,17,36,47,34,11,8,11,390,1.7,406,499,0.7,15,357,Zuid,BU03639100,De Klenckebuurt
11241,3260,1530,1730,12,8,32,20,28,53,29,11,7,11,1930,1.7,1939,379,0.5,55,1939,Zuid,BU03639101,Buitenveldert Oost Midden
6452,3935,1880,2060,12,12,33,20,23,57,28,8,7,8,2210,1.7,2202,443,0.6,65,2113,Zuid,BU03639102,Buitenveldert Zuidoost
22,10,5,5,0,0,0,0,0,0,0,0,0,0,10,1.8,6,0,0.0,0,0,Zuid,BU03639103,Amstelpark
38,15,5,5,0,0,0,0,0,0,0,0,0,0,15,1.0,0,0,0.0,0,0,Zuidoost,BU03639200,Hoofdcentrum Zuidoost
79,65,45,15,3,6,77,11,2,81,15,3,2,0,55,1.1,0,0,0.0,5,0,Zuidoost,BU03639201,Amstel III deel A/B Noord
25,25,20,5,0,0,0,0,0,0,0,0,0,0,20,1.1,0,0,0.0,30,0,Zuidoost,BU03639202,Amstel III deel C/D Noord
3854,1350,560,785,0,73,26,1,0,98,2,0,0,6,1260,1.1,385,104,0.1,15,34,Zuidoost,BU03639203,Amstel III deel A/B Zuid
0,5,5,5,0,0,0,0,0,0,0,0,0,0,5,1.3,2,0,0.0,5,0,Zuidoost,BU03639204,Amstel III deel C/D Zuid
36,30,25,5,0,0,0,0,0,0,0,0,0,0,25,1.0,1,0,0.0,0,0,Zuidoost,BU03639205,AMC
99,140,100,40,10,40,35,9,6,88,9,2,1,0,80,1.2,8,0,0.4,5,0,Zuidoost,BU03639206,Hoge Dijk
10134,5065,2690,2380,14,11,34,28,13,68,14,16,2,8,2980,1.7,2817,209,0.4,60,2535,Zuidoost,BU03639300,Venserpolder West
10722,3430,1795,1630,14,13,37,28,9,68,16,13,2,9,1985,1.7,1719,233,0.4,50,1667,Zuidoost,BU03639301,Venserpolder Oost
7074,1910,950,955,6,58,27,6,2,93,3,3,0,6,1625,1.2,1681,51,0.1,10,403,Zuidoost,BU03639302,D-buurt
19982,4395,2200,2200,17,18,37,23,5,72,19,8,1,10,2220,2.0,1917,255,0.5,75,440,Zuidoost,BU03639303,F-buurt
3249,1395,715,680,11,19,29,28,13,73,9,16,2,6,835,1.5,680,205,0.6,5,442,Zuidoost,BU03639304,Amsterdamse Poort
9450,1890,955,935,14,30,35,17,4,79,11,9,1,11,1205,1.6,1220,0,0.2,15,1220,Zuidoost,BU03639305,Hoptille
15270,3055,1495,1560,18,17,27,28,10,69,15,15,1,8,1570,1.9,1276,228,0.4,25,1276,Zuidoost,BU03639306,Rechte H-buurt
9319,2515,1245,1275,19,16,32,26,6,73,14,12,1,10,1280,2.0,1131,222,0.4,35,1131,Zuidoost,BU03639307,Hakfort/Huigenbos
1873,210,105,105,14,15,18,27,27,50,41,6,3,5,95,2.2,82,435,0.8,5,82,Zuidoost,BU03639308,Huntum
9929,695,350,345,15,13,27,29,16,58,28,11,3,6,300,2.3,247,348,0.7,20,247,Zuidoost,BU03639309,Vogeltjeswei
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,Zuidoost,BU03639310,Nelson Mandelapark
7158,2220,1075,1145,25,23,29,21,2,72,22,6,0,17,865,2.5,657,393,0.7,30,85,Zuidoost,BU03639400,E-buurt
9138,3655,1870,1790,13,13,33,29,12,64,22,12,2,9,1890,1.9,1479,321,0.6,45,1050,Zuidoost,BU03639401,G-buurt West
16350,2290,1095,1195,16,14,21,29,20,64,15,18,3,9,1265,1.8,1090,229,0.3,15,686,Zuidoost,BU03639402,Bijlmermuseum Noord
13676,2875,1395,1480,16,11,29,26,18,65,14,18,4,15,1740,1.7,1461,205,0.4,35,1373,Zuidoost,BU03639403,Kortvoort
5075,1015,490,520,18,16,21,30,16,62,24,11,3,10,460,2.2,381,265,0.6,15,381,Zuidoost,BU03639404,Kelbergen
14813,2370,1200,1170,18,17,34,25,7,73,13,13,1,10,1310,1.8,1160,183,0.4,20,603,Zuidoost,BU03639405,K-buurt Midden
7633,1375,695,675,25,14,39,19,3,67,25,7,1,19,565,2.4,452,387,0.8,20,0,Zuidoost,BU03639406,K-buurt Zuidoost
9533,1430,690,735,18,19,26,28,7,65,23,9,3,9,610,2.3,503,324,0.7,35,0,Zuidoost,BU03639407,K-buurt Zuidwest
14433,1735,825,905,19,15,31,27,7,65,23,10,1,13,775,2.2,635,329,0.7,25,0,Zuidoost,BU03639408,Grunder/Koningshoef
3615,3145,1695,1455,8,12,24,24,31,53,29,13,5,4,1920,1.6,1724,281,0.6,80,1706,Zuidoost,BU03639409,G-buurt Oost
4571,2240,1190,1050,14,11,23,30,22,55,24,17,4,14,1255,1.8,1056,259,0.6,45,971,Zuidoost,BU03639410,Kantershof
4650,650,315,335,28,11,46,14,1,71,23,5,1,25,255,2.5,235,404,0.8,15,0,Zuidoost,BU03639411,Gooise Kant
22188,1775,955,815,18,13,28,35,7,73,10,17,1,14,1030,1.7,952,171,0.3,25,952,Zuidoost,BU03639412,G-buurt Noord
12817,3075,1550,1525,18,16,33,25,8,71,13,15,1,13,1655,1.9,1360,240,0.3,25,1360,Zuidoost,BU03639413,Bijlmermuseum Zuid
4362,3010,1580,1435,13,8,32,25,21,60,23,12,4,11,1815,1.7,1648,243,0.6,65,1648,Zuidoost,BU03639500,L-buurt
29,20,10,10,0,0,0,0,0,0,0,0,0,0,10,2.1,6,0,0.0,0,0,Zuidoost,BU03639501,Gaasperpark
45,35,15,20,0,0,0,0,0,0,0,0,0,29,15,2.1,21,506,0.0,5,21,Zuidoost,BU03639502,Gaasperplas
8143,2850,1295,1550,21,15,21,24,18,67,12,17,4,9,1440,2.0,1383,218,0.4,25,1383,Zuidoost,BU03639600,Holendrecht West
11476,4245,1940,2300,20,15,25,27,12,67,16,15,2,14,2030,2.1,1846,240,0.5,55,1846,Zuidoost,BU03639601,Reigersbos Noord
3978,2505,1225,1280,15,9,24,24,28,49,38,9,5,9,1170,2.1,1068,323,0.9,65,1068,Zuidoost,BU03639602,Holendrecht Oost
8313,1995,1035,960,14,12,33,30,11,69,18,12,2,12,1020,1.8,953,252,0.5,45,933,Zuidoost,BU03639603,Gaasperdam Noord
8550,1540,755,780,12,12,30,28,18,65,17,14,4,11,920,1.6,851,214,0.4,10,851,Zuidoost,BU03639604,Gaasperdam Zuid
9772,2445,1175,1265,14,13,28,27,18,61,23,13,3,10,1315,1.9,1144,245,0.6,25,1144,Zuidoost,BU03639605,Reigersbos Midden
4378,2540,1260,1280,16,10,27,27,20,55,32,9,4,8,1195,2.1,1089,298,0.7,40,1089,Zuidoost,BU03639606,Reigersbos Zuid
9552,2960,1490,1475,16,14,29,27,14,69,14,15,2,11,1650,1.7,1576,212,0.4,40,1576,Zuidoost,BU03639700,Gein Noordwest
9818,1670,800,865,18,14,31,29,8,69,16,14,1,12,855,1.9,747,217,0.5,20,747,Zuidoost,BU03639701,Gein Zuidwest
5077,3250,1650,1600,14,11,22,33,20,46,44,7,3,8,1405,2.3,1261,331,1.0,95,1261,Zuidoost,BU03639702,Gein Noordoost
4660,3355,1635,1715,15,10,27,29,19,55,30,12,3,11,1640,2.0,1557,268,0.7,65,1557,Zuidoost,BU03639703,Gein Zuidoost
5117,1485,705,785,18,11,22,30,18,49,39,7,4,13,645,2.3,639,348,1.1,75,600,Zuidoost,BU03639800,Dorp Driemond
98,145,80,65,31,13,22,27,8,57,38,5,1,0,45,3.5,39,787,0.0,5,12,Zuidoost,BU03639801,Landelijk gebied Driemond
