OBJECTNUMMER;Buurtcode;Buurtnaam;Wijkcode;Stadsdeelcode;Oppervlakte_m2;BuurtID;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
149;"M32a";"Noordoostkwadrant Indische buurt";"M32";"M";267055;"03630000000577";"POLYGON((4.939464 52.366648,4.946145 52.366676,4.946158 52.366179,4.947194 52.366175,4.947418 52.36614,4.947625 52.366076,4.947804 52.365986,4.947921 52.365898,4.948501 52.36526,4.948352 52.365218,4.948211 52.365167,4.948097 52.365117,4.94799 52.365054,4.947879 52.364974,4.947777 52.364884,4.947708 52.364809,4.947622 52.364692,4.947563 52.36458,4.946936 52.362923,4.946858 52.362802,4.946786 52.362737,4.946697 52.36268,4.946518 52.362608,4.946398 52.362581,4.945923 52.362514,4.939744 52.361645,4.939607 52.362012,4.939587 52.362131,4.939541 52.363782,4.939464 52.366648))";"POLYGON((52.366648 4.939464,52.366676 4.946145,52.366179 4.946158,52.366175 4.947194,52.36614 4.947418,52.366076 4.947625,52.365986 4.947804,52.365898 4.947921,52.36526 4.948501,52.365218 4.948352,52.365167 4.948211,52.365117 4.948097,52.365054 4.94799,52.364974 4.947879,52.364884 4.947777,52.364809 4.947708,52.364692 4.947622,52.36458 4.947563,52.362923 4.946936,52.362802 4.946858,52.362737 4.946786,52.36268 4.946697,52.362608 4.946518,52.362581 4.946398,52.362514 4.945923,52.361645 4.939744,52.362012 4.939607,52.362131 4.939587,52.363782 4.939541,52.366648 4.939464))";4.9439825;52.3641605;
150;"M33b";"Rietlanden";"M33";"M";344065;"03630000000582";"POLYGON((4.927698 52.373914,4.929052 52.376921,4.938707 52.375245,4.939522 52.37451,4.939821 52.374279,4.940155 52.374049,4.940194 52.374006,4.940218 52.373959,4.940225 52.373885,4.940196 52.373813,4.940159 52.37377,4.940078 52.373715,4.939974 52.373678,4.938441 52.373507,4.938478 52.371852,4.938494 52.371142,4.933702 52.371094,4.933664 52.371084,4.933578 52.371037,4.932942 52.370547,4.932915 52.370666,4.9329 52.370665,4.932896 52.370683,4.93285 52.370683,4.932817 52.370693,4.932779 52.370731,4.932768 52.370903,4.932628 52.371279,4.932507 52.371504,4.932325 52.371699,4.932321 52.371732,4.932332 52.371749,4.932397 52.371785,4.932259 52.371962,4.93218 52.371958,4.932106 52.371983,4.931974 52.372156,4.931749 52.37235,4.931432 52.372586,4.931178 52.372751,4.93088 52.37292,4.930551 52.373077,4.930191 52.373225,4.929856 52.373345,4.929403 52.373475,4.928551 52.373681,4.927907 52.373853,4.927698 52.373914))";"POLYGON((52.373914 4.927698,52.376921 4.929052,52.375245 4.938707,52.37451 4.939522,52.374279 4.939821,52.374049 4.940155,52.374006 4.940194,52.373959 4.940218,52.373885 4.940225,52.373813 4.940196,52.37377 4.940159,52.373715 4.940078,52.373678 4.939974,52.373507 4.938441,52.371852 4.938478,52.371142 4.938494,52.371094 4.933702,52.371084 4.933664,52.371037 4.933578,52.370547 4.932942,52.370666 4.932915,52.370665 4.9329,52.370683 4.932896,52.370683 4.93285,52.370693 4.932817,52.370731 4.932779,52.370903 4.932768,52.371279 4.932628,52.371504 4.932507,52.371699 4.932325,52.371732 4.932321,52.371749 4.932332,52.371785 4.932397,52.371962 4.932259,52.371958 4.93218,52.371983 4.932106,52.372156 4.931974,52.37235 4.931749,52.372586 4.931432,52.372751 4.931178,52.37292 4.93088,52.373077 4.930551,52.373225 4.930191,52.373345 4.929856,52.373475 4.929403,52.373681 4.928551,52.373853 4.927907,52.373914 4.927698))";4.9339615;52.373734;
151;"F77f";"Buurt 5 Zuid";"F77";"F";320554;"03630000000863";"POLYGON((4.807584 52.372439,4.808717 52.376725,4.817201 52.375978,4.817779 52.375907,4.819041 52.37571,4.817706 52.372588,4.817368 52.371969,4.816394 52.372148,4.813767 52.372425,4.81361 52.371837,4.807584 52.372439))";"POLYGON((52.372439 4.807584,52.376725 4.808717,52.375978 4.817201,52.375907 4.817779,52.37571 4.819041,52.372588 4.817706,52.371969 4.817368,52.372148 4.816394,52.372425 4.813767,52.371837 4.81361,52.372439 4.807584))";4.8133125;52.374281;
152;"F78a";"Buurt 6";"F78";"F";271044;"03630000000859";"POLYGON((4.797907 52.377161,4.801859 52.377249,4.801855 52.377352,4.803035 52.377239,4.803333 52.377255,4.808717 52.376725,4.807584 52.372439,4.805274 52.372668,4.801288 52.373063,4.801789 52.375208,4.79749 52.375635,4.797907 52.377161))";"POLYGON((52.377161 4.797907,52.377249 4.801859,52.377352 4.801855,52.377239 4.803035,52.377255 4.803333,52.376725 4.808717,52.372439 4.807584,52.372668 4.805274,52.373063 4.801288,52.375208 4.801789,52.375635 4.79749,52.377161 4.797907))";4.8031035;52.3748955;
153;"F78b";"Buurt 7";"F78";"F";297811;"03630000000434";"POLYGON((4.793949 52.378247,4.794435 52.380114,4.797931 52.380163,4.798007 52.378207,4.798013 52.377628,4.797994 52.377494,4.797907 52.377161,4.79749 52.375635,4.801789 52.375208,4.801288 52.373063,4.793906 52.37379,4.793002 52.373794,4.79273 52.374021,4.792136 52.374847,4.791507 52.375715,4.791474 52.375785,4.791465 52.375864,4.791477 52.375928,4.791503 52.375984,4.791578 52.376074,4.791658 52.376132,4.793222 52.377058,4.793475 52.377152,4.793617 52.377257,4.793696 52.377357,4.793729 52.377434,4.793949 52.378247))";"POLYGON((52.378247 4.793949,52.380114 4.794435,52.380163 4.797931,52.378207 4.798007,52.377628 4.798013,52.377494 4.797994,52.377161 4.797907,52.375635 4.79749,52.375208 4.801789,52.373063 4.801288,52.37379 4.793906,52.373794 4.793002,52.374021 4.79273,52.374847 4.792136,52.375715 4.791507,52.375785 4.791474,52.375864 4.791465,52.375928 4.791477,52.375984 4.791503,52.376074 4.791578,52.376132 4.791658,52.377058 4.793222,52.377152 4.793475,52.377257 4.793617,52.377357 4.793696,52.377434 4.793729,52.378247 4.793949))";4.796627;52.376613;
154;"F78c";"Buurt 8";"F78";"F";268501;"03630000000435";"POLYGON((4.797907 52.377161,4.797994 52.377494,4.798013 52.377628,4.798007 52.378207,4.797931 52.380163,4.808159 52.380343,4.809385 52.380369,4.809428 52.379519,4.809407 52.379393,4.809383 52.379247,4.808717 52.376725,4.803333 52.377255,4.803035 52.377239,4.801855 52.377352,4.801859 52.377249,4.797907 52.377161))";"POLYGON((52.377161 4.797907,52.377494 4.797994,52.377628 4.798013,52.378207 4.798007,52.380163 4.797931,52.380343 4.808159,52.380369 4.809385,52.379519 4.809428,52.379393 4.809407,52.379247 4.809383,52.376725 4.808717,52.377255 4.803333,52.377239 4.803035,52.377352 4.801855,52.377249 4.801859,52.377161 4.797907))";4.8036675;52.378547;
155;"F78d";"Buurt 9";"F78";"F";434925;"03630000000436";"POLYGON((4.794224 52.384446,4.801943 52.384534,4.807092 52.384601,4.807142 52.383504,4.807105 52.383259,4.807118 52.382986,4.807254 52.382609,4.807952 52.382731,4.80806 52.382503,4.808159 52.380343,4.797931 52.380163,4.794435 52.380114,4.794224 52.384446))";"POLYGON((52.384446 4.794224,52.384534 4.801943,52.384601 4.807092,52.383504 4.807142,52.383259 4.807105,52.382986 4.807118,52.382609 4.807254,52.382731 4.807952,52.382503 4.80806,52.380343 4.808159,52.380163 4.797931,52.380114 4.794435,52.384446 4.794224))";4.8011915;52.3823575;
156;"F78e";"Eendrachtspark";"F78";"F";140148;"03630000000437";"POLYGON((4.807092 52.384601,4.81201 52.384656,4.812171 52.380564,4.8101 52.380535,4.809385 52.380369,4.808159 52.380343,4.80806 52.382503,4.807952 52.382731,4.807254 52.382609,4.807118 52.382986,4.807105 52.383259,4.807142 52.383504,4.807092 52.384601))";"POLYGON((52.384601 4.807092,52.384656 4.81201,52.380564 4.812171,52.380535 4.8101,52.380369 4.809385,52.380343 4.808159,52.382503 4.80806,52.382731 4.807952,52.382609 4.807254,52.382986 4.807118,52.383259 4.807105,52.383504 4.807142,52.384601 4.807092))";4.8096315;52.3824995;
157;"F79b";"Buurt 10";"F79";"F";320951;"03630000000439";"POLYGON((4.787351 52.384379,4.794224 52.384446,4.794435 52.380114,4.793949 52.378247,4.792107 52.378431,4.79208 52.378192,4.787538 52.378159,4.787351 52.384379))";"POLYGON((52.384379 4.787351,52.384446 4.794224,52.380114 4.794435,52.378247 4.793949,52.378431 4.792107,52.378192 4.79208,52.378159 4.787538,52.384379 4.787351))";4.790893;52.3813025;
158;"F80a";"Ookmeer";"F80";"F";725415;"03630000000440";"POLYGON((4.793002 52.373794,4.793906 52.37379,4.801288 52.373063,4.805274 52.372668,4.805215 52.37252,4.805139 52.372242,4.805117 52.372107,4.805105 52.371908,4.805132 52.3716,4.805193 52.371397,4.805307 52.371092,4.805433 52.370806,4.805584 52.370504,4.806114 52.369556,4.807539 52.366918,4.802012 52.365807,4.795325 52.364443,4.79369 52.367486,4.793398 52.372542,4.793337 52.372939,4.793251 52.373295,4.793002 52.373794))";"POLYGON((52.373794 4.793002,52.37379 4.793906,52.373063 4.801288,52.372668 4.805274,52.37252 4.805215,52.372242 4.805139,52.372107 4.805117,52.371908 4.805105,52.3716 4.805132,52.371397 4.805193,52.371092 4.805307,52.370806 4.805433,52.370504 4.805584,52.369556 4.806114,52.366918 4.807539,52.365807 4.802012,52.364443 4.795325,52.367486 4.79369,52.372542 4.793398,52.372939 4.793337,52.373295 4.793251,52.373794 4.793002))";4.8002705;52.3691185;
159;"F83a";"De Punt";"F83";"F";481639;"03630000000452";"POLYGON((4.777285 52.357227,4.777454 52.3572,4.777576 52.357195,4.777727 52.357212,4.777878 52.357244,4.778013 52.357288,4.778124 52.357339,4.778289 52.357433,4.77849 52.357567,4.778606 52.357654,4.778795 52.35782,4.780831 52.359739,4.782612 52.359028,4.782718 52.359,4.782826 52.358991,4.782943 52.359003,4.78812 52.360051,4.788293 52.359745,4.790209 52.356215,4.790861 52.355035,4.791008 52.35474,4.791136 52.354449,4.791385 52.353952,4.791812 52.35319,4.790473 52.352939,4.790166 52.352899,4.789153 52.352716,4.788828 52.352678,4.788581 52.35266,4.788219 52.352642,4.787977 52.352641,4.787583 52.352667,4.787199 52.352726,4.787013 52.352767,4.786511 52.352928,4.776982 52.356759,4.777285 52.357227))";"POLYGON((52.357227 4.777285,52.3572 4.777454,52.357195 4.777576,52.357212 4.777727,52.357244 4.777878,52.357288 4.778013,52.357339 4.778124,52.357433 4.778289,52.357567 4.77849,52.357654 4.778606,52.35782 4.778795,52.359739 4.780831,52.359028 4.782612,52.359 4.782718,52.358991 4.782826,52.359003 4.782943,52.360051 4.78812,52.359745 4.788293,52.356215 4.790209,52.355035 4.790861,52.35474 4.791008,52.354449 4.791136,52.353952 4.791385,52.35319 4.791812,52.352939 4.790473,52.352899 4.790166,52.352716 4.789153,52.352678 4.788828,52.35266 4.788581,52.352642 4.788219,52.352641 4.787977,52.352667 4.787583,52.352726 4.787199,52.352767 4.787013,52.352928 4.786511,52.356759 4.776982,52.357227 4.777285))";4.784397;52.356346;
160;"F83b";"Bedrijvencentrum Osdorp";"F83";"F";117988;"03630000000453";"POLYGON((4.780831 52.359739,4.781658 52.360511,4.781813 52.360656,4.782148 52.360937,4.782328 52.361072,4.782709 52.36133,4.78291 52.361452,4.783333 52.361684,4.783781 52.361898,4.784252 52.362091,4.784496 52.362181,4.784998 52.362343,4.785256 52.362416,4.785783 52.362546,4.786657 52.36272,4.78812 52.360051,4.782943 52.359003,4.782826 52.358991,4.782718 52.359,4.782612 52.359028,4.780831 52.359739))";"POLYGON((52.359739 4.780831,52.360511 4.781658,52.360656 4.781813,52.360937 4.782148,52.361072 4.782328,52.36133 4.782709,52.361452 4.78291,52.361684 4.783333,52.361898 4.783781,52.362091 4.784252,52.362181 4.784496,52.362343 4.784998,52.362416 4.785256,52.362546 4.785783,52.36272 4.786657,52.360051 4.78812,52.359003 4.782943,52.358991 4.782826,52.359 4.782718,52.359028 4.782612,52.359739 4.780831))";4.7844755;52.3608555;
161;"F84a";"Middelveldsche Akerpolder";"F84";"F";351960;"03630000000454";"POLYGON((4.772489 52.354827,4.772744 52.354922,4.773167 52.355124,4.773482 52.355303,4.773775 52.355495,4.774044 52.3557,4.775173 52.356656,4.775676 52.357128,4.7759 52.357282,4.776028 52.357331,4.776102 52.357349,4.776256 52.357369,4.776491 52.357371,4.777285 52.357227,4.776982 52.356759,4.786511 52.352928,4.787013 52.352767,4.787199 52.352726,4.787583 52.352667,4.787977 52.352641,4.787958 52.352325,4.785204 52.349739,4.772489 52.354827))";"POLYGON((52.354827 4.772489,52.354922 4.772744,52.355124 4.773167,52.355303 4.773482,52.355495 4.773775,52.3557 4.774044,52.356656 4.775173,52.357128 4.775676,52.357282 4.7759,52.357331 4.776028,52.357349 4.776102,52.357369 4.776256,52.357371 4.776491,52.357227 4.777285,52.356759 4.776982,52.352928 4.786511,52.352767 4.787013,52.352726 4.787199,52.352667 4.787583,52.352641 4.787977,52.352325 4.787958,52.349739 4.785204,52.354827 4.772489))";4.780233;52.353555;
162;"M33d";"KNSM-eiland";"M33";"M";1034797;"03630000000584";"POLYGON((4.937355 52.382408,4.939831 52.382514,4.943189 52.38251,4.949587 52.382503,4.952429 52.382572,4.954253 52.382616,4.95671 52.382651,4.958412 52.382474,4.959657 52.382096,4.960613 52.381665,4.960217 52.381323,4.960003 52.38142,4.959982 52.381423,4.959911 52.381373,4.959876 52.381373,4.959829 52.381331,4.959753 52.381291,4.959662 52.38126,4.959553 52.381238,4.959482 52.381231,4.959375 52.381237,4.959114 52.381285,4.959048 52.381281,4.95897 52.381262,4.958909 52.381236,4.958855 52.381197,4.958858 52.38118,4.958876 52.381167,4.958843 52.381131,4.958934 52.381087,4.958902 52.38106,4.958819 52.381098,4.958797 52.381096,4.958888 52.381049,4.958856 52.381022,4.958719 52.381084,4.958698 52.381082,4.958843 52.381011,4.95881 52.380985,4.958674 52.381047,4.958655 52.381048,4.958433 52.380866,4.958436 52.380857,4.958479 52.380836,4.958387 52.380759,4.958469 52.380722,4.958443 52.380701,4.958445 52.380674,4.958486 52.380649,4.958512 52.380643,4.958544 52.380494,4.958701 52.380426,4.958688 52.380407,4.958776 52.380384,4.958636 52.380184,4.958546 52.380208,4.958445 52.380064,4.958064 52.380108,4.958046 52.38005,4.958006 52.38003,4.957967 52.379992,4.957906 52.379895,4.95789 52.379831,4.957862 52.379814,4.957908 52.379723,4.957987 52.379683,4.95671 52.378638,4.956613 52.37859,4.95656 52.378575,4.956024 52.378524,4.955664 52.378231,4.955412 52.378001,4.955482 52.377603,4.955747 52.376553,4.954989 52.37648,4.939942 52.375031,4.938707 52.375245,4.937476 52.376362,4.937423 52.376426,4.93737 52.376544,4.937297 52.376961,4.93699 52.377771,4.937355 52.382408))";"POLYGON((52.382408 4.937355,52.382514 4.939831,52.38251 4.943189,52.382503 4.949587,52.382572 4.952429,52.382616 4.954253,52.382651 4.95671,52.382474 4.958412,52.382096 4.959657,52.381665 4.960613,52.381323 4.960217,52.38142 4.960003,52.381423 4.959982,52.381373 4.959911,52.381373 4.959876,52.381331 4.959829,52.381291 4.959753,52.38126 4.959662,52.381238 4.959553,52.381231 4.959482,52.381237 4.959375,52.381285 4.959114,52.381281 4.959048,52.381262 4.95897,52.381236 4.958909,52.381197 4.958855,52.38118 4.958858,52.381167 4.958876,52.381131 4.958843,52.381087 4.958934,52.38106 4.958902,52.381098 4.958819,52.381096 4.958797,52.381049 4.958888,52.381022 4.958856,52.381084 4.958719,52.381082 4.958698,52.381011 4.958843,52.380985 4.95881,52.381047 4.958674,52.381048 4.958655,52.380866 4.958433,52.380857 4.958436,52.380836 4.958479,52.380759 4.958387,52.380722 4.958469,52.380701 4.958443,52.380674 4.958445,52.380649 4.958486,52.380643 4.958512,52.380494 4.958544,52.380426 4.958701,52.380407 4.958688,52.380384 4.958776,52.380184 4.958636,52.380208 4.958546,52.380064 4.958445,52.380108 4.958064,52.38005 4.958046,52.38003 4.958006,52.379992 4.957967,52.379895 4.957906,52.379831 4.95789,52.379814 4.957862,52.379723 4.957908,52.379683 4.957987,52.378638 4.95671,52.37859 4.956613,52.378575 4.95656,52.378524 4.956024,52.378231 4.955664,52.378001 4.955412,52.377603 4.955482,52.376553 4.955747,52.37648 4.954989,52.375031 4.939942,52.375245 4.938707,52.376362 4.937476,52.376426 4.937423,52.376544 4.93737,52.376961 4.937297,52.377771 4.93699,52.382408 4.937355))";4.9488015;52.378841;
163;"M33j";"Bedrijvengebied Cruquiusweg";"M33";"M";310356;"03630000000590";"POLYGON((4.945582 52.370213,4.951448 52.370536,4.95452 52.373427,4.95514 52.373393,4.955756 52.373338,4.956684 52.36953,4.956709 52.369262,4.956698 52.368993,4.956653 52.368726,4.956573 52.368462,4.955944 52.367946,4.955769 52.367831,4.955605 52.367746,4.955426 52.367673,4.955136 52.36758,4.954902 52.36752,4.954643 52.367471,4.954381 52.367439,4.951878 52.367412,4.94613 52.367362,4.946098 52.368618,4.945924 52.368644,4.945805 52.368687,4.945709 52.368755,4.945656 52.368839,4.945582 52.370213))";"POLYGON((52.370213 4.945582,52.370536 4.951448,52.373427 4.95452,52.373393 4.95514,52.373338 4.955756,52.36953 4.956684,52.369262 4.956709,52.368993 4.956698,52.368726 4.956653,52.368462 4.956573,52.367946 4.955944,52.367831 4.955769,52.367746 4.955605,52.367673 4.955426,52.36758 4.955136,52.36752 4.954902,52.367471 4.954643,52.367439 4.954381,52.367412 4.951878,52.367362 4.94613,52.368618 4.946098,52.368644 4.945924,52.368687 4.945805,52.368755 4.945709,52.368839 4.945656,52.370213 4.945582))";4.9511455;52.3703945;
164;"F80c";"Bedrijvenpark Lutkemeer";"F80";"F";2359013;"03630000000442";"POLYGON((4.758482 52.371096,4.762122 52.369599,4.762252 52.369519,4.762337 52.369436,4.762535 52.369087,4.767993 52.366537,4.768693 52.366505,4.769214 52.366425,4.769663 52.366388,4.769836 52.366381,4.77015 52.366378,4.770458 52.366389,4.770985 52.366433,4.771455 52.36639,4.771752 52.36638,4.771947 52.366382,4.772272 52.366399,4.772545 52.366427,4.774367 52.366349,4.774598 52.366334,4.774789 52.36631,4.774992 52.366273,4.775329 52.36618,4.776224 52.365815,4.778453 52.365598,4.778614 52.365562,4.778793 52.365496,4.778848 52.365461,4.780444 52.36379,4.780555 52.362912,4.780258 52.362215,4.780275 52.361805,4.780371 52.361028,4.781658 52.360511,4.780831 52.359739,4.778795 52.35782,4.778606 52.357654,4.77849 52.357567,4.778289 52.357433,4.778124 52.357339,4.778013 52.357288,4.777878 52.357244,4.777727 52.357212,4.777576 52.357195,4.777454 52.3572,4.777285 52.357227,4.776491 52.357371,4.776256 52.357369,4.776102 52.357349,4.776028 52.357331,4.7759 52.357282,4.775676 52.357128,4.775173 52.356656,4.774044 52.3557,4.773775 52.355495,4.773482 52.355303,4.773167 52.355124,4.772744 52.354922,4.772489 52.354827,4.772244 52.354751,4.771959 52.354676,4.771376 52.354553,4.771096 52.354474,4.770858 52.354387,4.77066 52.354299,4.77046 52.354194,4.770281 52.354081,4.770085 52.353929,4.768773 52.35261,4.767555 52.351434,4.767399 52.351272,4.762129 52.353343,4.757336 52.355206,4.756659 52.355523,4.756112 52.355832,4.75569 52.356153,4.75532 52.35654,4.75511 52.356835,4.754947 52.357222,4.754843 52.35791,4.754908 52.358387,4.755103 52.359037,4.75548 52.360394,4.756491 52.363902,4.757991 52.369242,4.758482 52.371096))";"POLYGON((52.371096 4.758482,52.369599 4.762122,52.369519 4.762252,52.369436 4.762337,52.369087 4.762535,52.366537 4.767993,52.366505 4.768693,52.366425 4.769214,52.366388 4.769663,52.366381 4.769836,52.366378 4.77015,52.366389 4.770458,52.366433 4.770985,52.36639 4.771455,52.36638 4.771752,52.366382 4.771947,52.366399 4.772272,52.366427 4.772545,52.366349 4.774367,52.366334 4.774598,52.36631 4.774789,52.366273 4.774992,52.36618 4.775329,52.365815 4.776224,52.365598 4.778453,52.365562 4.778614,52.365496 4.778793,52.365461 4.778848,52.36379 4.780444,52.362912 4.780555,52.362215 4.780258,52.361805 4.780275,52.361028 4.780371,52.360511 4.781658,52.359739 4.780831,52.35782 4.778795,52.357654 4.778606,52.357567 4.77849,52.357433 4.778289,52.357339 4.778124,52.357288 4.778013,52.357244 4.777878,52.357212 4.777727,52.357195 4.777576,52.3572 4.777454,52.357227 4.777285,52.357371 4.776491,52.357369 4.776256,52.357349 4.776102,52.357331 4.776028,52.357282 4.7759,52.357128 4.775676,52.356656 4.775173,52.3557 4.774044,52.355495 4.773775,52.355303 4.773482,52.355124 4.773167,52.354922 4.772744,52.354827 4.772489,52.354751 4.772244,52.354676 4.771959,52.354553 4.771376,52.354474 4.771096,52.354387 4.770858,52.354299 4.77066,52.354194 4.77046,52.354081 4.770281,52.353929 4.770085,52.35261 4.768773,52.351434 4.767555,52.351272 4.767399,52.353343 4.762129,52.355206 4.757336,52.355523 4.756659,52.355832 4.756112,52.356153 4.75569,52.35654 4.75532,52.356835 4.75511,52.357222 4.754947,52.35791 4.754843,52.358387 4.754908,52.359037 4.755103,52.360394 4.75548,52.363902 4.756491,52.369242 4.757991,52.371096 4.758482))";4.7682505;52.361184;
165;"F81a";"Wildeman";"F81";"F";330029;"03630000000443";"POLYGON((4.795325 52.364443,4.802012 52.365807,4.80364 52.362714,4.80516 52.363024,4.805277 52.363028,4.805375 52.363018,4.805486 52.362988,4.805579 52.362944,4.805638 52.362897,4.805727 52.362795,4.806727 52.360917,4.79816 52.359183,4.796916 52.361488,4.795325 52.364443))";"POLYGON((52.364443 4.795325,52.365807 4.802012,52.362714 4.80364,52.363024 4.80516,52.363028 4.805277,52.363018 4.805375,52.362988 4.805486,52.362944 4.805579,52.362897 4.805638,52.362795 4.805727,52.360917 4.806727,52.359183 4.79816,52.361488 4.796916,52.364443 4.795325))";4.801026;52.362495;
166;"F81b";"Meer en Oever";"F81";"F";233487;"03630000000444";"POLYGON((4.802012 52.365807,4.807539 52.366918,4.807617 52.366787,4.807973 52.366335,4.808671 52.365839,4.808769 52.365725,4.808812 52.365659,4.808881 52.365499,4.808902 52.365318,4.808887 52.365204,4.808828 52.365047,4.808803 52.364904,4.808798 52.364804,4.808814 52.364634,4.808853 52.364489,4.808904 52.36436,4.809241 52.363755,4.809301 52.36368,4.809358 52.363627,4.809427 52.363577,4.809529 52.363521,4.809611 52.363487,4.809741 52.363447,4.809846 52.363425,4.809992 52.363408,4.810145 52.363361,4.810269 52.363298,4.810386 52.363199,4.810473 52.363055,4.81129 52.361466,4.80916 52.361034,4.808893 52.361125,4.808745 52.361159,4.808564 52.361186,4.808401 52.361197,4.808188 52.361194,4.808023 52.361178,4.806727 52.360917,4.805727 52.362795,4.805638 52.362897,4.805579 52.362944,4.805486 52.362988,4.805375 52.363018,4.805277 52.363028,4.80516 52.363024,4.80364 52.362714,4.802012 52.365807))";"POLYGON((52.365807 4.802012,52.366918 4.807539,52.366787 4.807617,52.366335 4.807973,52.365839 4.808671,52.365725 4.808769,52.365659 4.808812,52.365499 4.808881,52.365318 4.808902,52.365204 4.808887,52.365047 4.808828,52.364904 4.808803,52.364804 4.808798,52.364634 4.808814,52.364489 4.808853,52.36436 4.808904,52.363755 4.809241,52.36368 4.809301,52.363627 4.809358,52.363577 4.809427,52.363521 4.809529,52.363487 4.809611,52.363447 4.809741,52.363425 4.809846,52.363408 4.809992,52.363361 4.810145,52.363298 4.810269,52.363199 4.810386,52.363055 4.810473,52.361466 4.81129,52.361034 4.80916,52.361125 4.808893,52.361159 4.808745,52.361186 4.808564,52.361197 4.808401,52.361194 4.808188,52.361178 4.808023,52.360917 4.806727,52.362795 4.805727,52.362897 4.805638,52.362944 4.805579,52.362988 4.805486,52.363018 4.805375,52.363028 4.805277,52.363024 4.80516,52.362714 4.80364,52.365807 4.802012))";4.806651;52.3639175;
167;"F81c";"Osdorpplein e.o.";"F81";"F";412371;"03630000000445";"POLYGON((4.79816 52.359183,4.806727 52.360917,4.808023 52.361178,4.808188 52.361194,4.808401 52.361197,4.808564 52.361186,4.808745 52.361159,4.808893 52.361125,4.80916 52.361034,4.81129 52.361466,4.812184 52.359726,4.813055 52.35803,4.808871 52.357191,4.809054 52.356851,4.8008 52.355183,4.799257 52.358035,4.79816 52.359183))";"POLYGON((52.359183 4.79816,52.360917 4.806727,52.361178 4.808023,52.361194 4.808188,52.361197 4.808401,52.361186 4.808564,52.361159 4.808745,52.361125 4.808893,52.361034 4.80916,52.361466 4.81129,52.359726 4.812184,52.35803 4.813055,52.357191 4.808871,52.356851 4.809054,52.355183 4.8008,52.358035 4.799257,52.359183 4.79816))";4.8056075;52.3583245;
168;"F81d";"Calandlaan/Lelylaan";"F81";"F";275455;"03630000000446";"POLYGON((4.8008 52.355183,4.809054 52.356851,4.808871 52.357191,4.813055 52.35803,4.815431 52.35851,4.815476 52.358427,4.816528 52.358653,4.816692 52.358698,4.816954 52.358804,4.817073 52.358862,4.817207 52.358944,4.818559 52.358276,4.818577 52.357716,4.818584 52.357526,4.81818 52.357512,4.817748 52.357483,4.816897 52.357369,4.816516 52.357304,4.812288 52.356446,4.812482 52.356081,4.810099 52.355602,4.809983 52.355818,4.808554 52.355527,4.809374 52.354003,4.808359 52.353796,4.807563 52.353596,4.807318 52.353541,4.803193 52.352707,4.802242 52.352503,4.800974 52.354849,4.8008 52.355183))";"POLYGON((52.355183 4.8008,52.356851 4.809054,52.357191 4.808871,52.35803 4.813055,52.35851 4.815431,52.358427 4.815476,52.358653 4.816528,52.358698 4.816692,52.358804 4.816954,52.358862 4.817073,52.358944 4.817207,52.358276 4.818559,52.357716 4.818577,52.357526 4.818584,52.357512 4.81818,52.357483 4.817748,52.357369 4.816897,52.357304 4.816516,52.356446 4.812288,52.356081 4.812482,52.355602 4.810099,52.355818 4.809983,52.355527 4.808554,52.354003 4.809374,52.353796 4.808359,52.353596 4.807563,52.353541 4.807318,52.352707 4.803193,52.352503 4.802242,52.354849 4.800974,52.355183 4.8008))";4.809692;52.3557235;
169;"F81e";"Osdorp Zuidoost";"F81";"F";519320;"03630000000447";"POLYGON((4.802242 52.352503,4.803193 52.352707,4.807318 52.353541,4.807563 52.353596,4.808359 52.353796,4.809374 52.354003,4.808554 52.355527,4.809983 52.355818,4.810099 52.355602,4.812482 52.356081,4.812288 52.356446,4.816516 52.357304,4.816897 52.357369,4.817748 52.357483,4.81818 52.357512,4.818584 52.357526,4.818624 52.356303,4.818067 52.356175,4.820438 52.351747,4.814195 52.35166,4.812956 52.351668,4.812666 52.351659,4.812232 52.351633,4.811713 52.35158,4.811102 52.351488,4.808161 52.350896,4.803607 52.349977,4.802242 52.352503))";"POLYGON((52.352503 4.802242,52.352707 4.803193,52.353541 4.807318,52.353596 4.807563,52.353796 4.808359,52.354003 4.809374,52.355527 4.808554,52.355818 4.809983,52.355602 4.810099,52.356081 4.812482,52.356446 4.812288,52.357304 4.816516,52.357369 4.816897,52.357483 4.817748,52.357512 4.81818,52.357526 4.818584,52.356303 4.818624,52.356175 4.818067,52.351747 4.820438,52.35166 4.814195,52.351668 4.812956,52.351659 4.812666,52.351633 4.812232,52.35158 4.811713,52.351488 4.811102,52.350896 4.808161,52.349977 4.803607,52.352503 4.802242))";4.81134;52.3537515;
170;"F82a";"Osdorp Midden Noord";"F82";"F";215529;"03630000000448";"POLYGON((4.786657 52.36272,4.795325 52.364443,4.796916 52.361488,4.788293 52.359745,4.78812 52.360051,4.786657 52.36272))";"POLYGON((52.36272 4.786657,52.364443 4.795325,52.361488 4.796916,52.359745 4.788293,52.360051 4.78812,52.36272 4.786657))";4.7917865;52.362094;
